0 62.9659
0 62.9058
0 62.8457
0 62.7856
0 62.7255
0 62.6653
0 62.6052
0 62.5451
0 62.485
0 62.4248
0 62.3647
0 62.3046
0 62.2445
0 62.1844
0 62.1242
0 62.0641
0 62.004
0 61.9439
0 61.8838
0 61.8236
0 61.7635
0 61.7034
0 61.6433
0 61.5832
0.012024 61.523
0.012024 61.4629
0.012024 61.4028
0.012024 61.3427
0.012024 61.2826
0.012024 61.2224
0.012024 61.1623
0.012024 61.1022
0.012024 61.0421
0.012024 60.982
0.012024 60.9218
0.012024 60.8617
0.012024 60.8016
0.012024 60.7415
0.012024 60.6814
0.012024 60.6212
0.012024 60.5611
0.012024 60.501
0.012024 60.4409
0.012024 60.3808
0.0240481 60.3206
0.0240481 60.2605
0.0240481 60.2004
0.0240481 60.1403
0.0240481 60.0802
0.0240481 60.02
0.0240481 59.9599
0.0240481 59.8998
0.0240481 59.8397
0.0240481 59.7796
0.0240481 59.7194
0.0240481 59.6593
0.0240481 59.5992
0.0240481 59.5391
0.0240481 59.479
0.0240481 59.4188
0.0240481 59.3587
0.0240481 59.2986
0.0360721 59.2385
0.0360721 59.1784
0.0360721 59.1182
0.0360721 59.0581
0.0360721 58.998
0.0360721 58.9379
0.0360721 58.8778
0.0360721 58.8176
0.0360721 58.7575
0.0360721 58.6974
0.0360721 58.6373
0.0360721 58.5772
0.0360721 58.517
0.0360721 58.4569
0.0360721 58.3968
0.0360721 58.3367
0.0480962 58.2766
0.0480962 58.2164
0.0480962 58.1563
0.0480962 58.0962
0.0480962 58.0361
0.0480962 57.976
0.0480962 57.9158
0.0480962 57.8557
0.0480962 57.7956
0.0480962 57.7355
0.0480962 57.6754
0.0480962 57.6152
0.0480962 57.5551
0.0480962 57.495
0.0601202 57.4349
0.0601202 57.3747
0.0601202 57.3146
0.0601202 57.2545
0.0601202 57.1944
0.0601202 57.1343
0.0601202 57.0741
0.0601202 57.014
0.0601202 56.9539
0.0601202 56.8938
0.0601202 56.8337
0.0601202 56.7735
0.0721443 56.7134
0.0721443 56.6533
0.0721443 56.5932
0.0721443 56.5331
0.0721443 56.4729
0.0721443 56.4128
0.0721443 56.3527
0.0721443 56.2926
0.0721443 56.2325
0.0721443 56.1723
0.0721443 56.1122
0.0721443 56.0521
0.0841683 55.992
0.0841683 55.9319
0.0841683 55.8717
0.0841683 55.8116
0.0841683 55.7515
0.0841683 55.6914
0.0841683 55.6313
0.0841683 55.5711
0.0841683 55.511
0.0841683 55.4509
0.0961924 55.3908
0.0961924 55.3307
0.0961924 55.2705
0.0961924 55.2104
0.0961924 55.1503
0.0961924 55.0902
0.0961924 55.0301
0.0961924 54.9699
0.0961924 54.9098
0.0961924 54.8497
0.108216 54.7896
0.108216 54.7295
0.108216 54.6693
0.108216 54.6092
0.108216 54.5491
0.108216 54.489
0.108216 54.4289
0.108216 54.3687
0.108216 54.3086
0.12024 54.2485
0.12024 54.1884
0.12024 54.1283
0.12024 54.0681
0.12024 54.008
0.12024 53.9479
0.12024 53.8878
0.12024 53.8277
0.132265 53.7675
0.132265 53.7074
0.132265 53.6473
0.132265 53.5872
0.132265 53.5271
0.132265 53.4669
0.132265 53.4068
0.144289 53.3467
0.144289 53.2866
0.144289 53.2265
0.144289 53.1663
0.144289 53.1062
0.144289 53.0461
0.144289 52.986
0.156313 52.9259
0.156313 52.8657
0.156313 52.8056
0.156313 52.7455
0.156313 52.6854
0.156313 52.6253
0.156313 52.5651
0.168337 52.505
0.168337 52.4449
0.168337 52.3848
0.168337 52.3246
0.168337 52.2645
0.168337 52.2044
0.180361 52.1443
0.180361 52.0842
0.180361 52.024
0.180361 51.9639
0.180361 51.9038
0.192385 51.8437
0.192385 51.7836
0.192385 51.7234
0.192385 51.6633
0.192385 51.6032
0.192385 51.5431
0.204409 51.483
0.204409 51.4228
0.204409 51.3627
0.204409 51.3026
0.204409 51.2425
0.216433 51.1824
0.216433 51.1222
0.216433 51.0621
0.216433 51.002
0.228457 50.9419
0.228457 50.8818
0.228457 50.8216
0.228457 50.7615
0.228457 50.7014
0.240481 50.6413
0.240481 50.5812
0.240481 50.521
0.240481 50.4609
0.252505 50.4008
0.252505 50.3407
0.252505 50.2806
0.252505 50.2204
0.264529 50.1603
0.264529 50.1002
0.264529 50.0401
0.264529 49.98
0.276553 49.9198
0.276553 49.8597
0.276553 49.7996
0.288577 49.7395
0.288577 49.6794
0.288577 49.6192
0.288577 49.5591
0.300601 49.499
0.300601 49.4389
0.300601 49.3788
0.312625 49.3186
0.312625 49.2585
0.312625 49.1984
0.324649 49.1383
0.324649 49.0782
0.324649 49.018
0.336673 48.9579
0.336673 48.8978
0.336673 48.8377
0.348697 48.7776
0.348697 48.7174
0.360721 48.6573
0.360721 48.5972
0.360721 48.5371
0.372745 48.477
0.372745 48.4168
0.38477 48.3567
0.38477 48.2966
0.38477 48.2365
0.396794 48.1764
0.396794 48.1162
0.408818 48.0561
0.408818 47.996
0.420842 47.9359
0.420842 47.8758
0.432866 47.8156
0.432866 47.7555
0.44489 47.6954
0.44489 47.6353
0.456914 47.5752
0.456914 47.515
0.468938 47.4549
0.468938 47.3948
0.480962 47.3347
0.480962 47.2745
0.492986 47.2144
0.50501 47.1543
0.50501 47.0942
0.517034 47.0341
0.517034 46.9739
0.529058 46.9138
0.541082 46.8537
0.541082 46.7936
0.553106 46.7335
0.56513 46.6733
0.577154 46.6132
0.577154 46.5531
0.589178 46.493
0.601202 46.4329
0.613226 46.3727
0.625251 46.3126
0.625251 46.2525
0.637275 46.1924
0.649299 46.1323
0.661323 46.0721
0.673347 46.012
0.685371 45.9519
0.697395 45.8918
0.709419 45.8317
0.721443 45.7715
0.733467 45.7114
0.745491 45.6513
0.757515 45.5912
0.769539 45.5311
0.781563 45.4709
0.805611 45.4108
0.817635 45.3507
0.829659 45.2906
0.853707 45.2305
0.865731 45.1703
0.877756 45.1102
0.901804 45.0501
0.913828 44.99
0.937876 44.9299
0.961924 44.8697
0.973948 44.8096
0.997996 44.7495
1.02204 44.6894
1.04609 44.6293
1.05812 44.5691
1.08216 44.509
1.10621 44.4489
1.14228 44.3888
1.16633 44.3287
1.19038 44.2685
1.22645 44.2084
1.2505 44.1483
1.28657 44.0882
1.31062 44.0281
1.34669 43.9679
1.38277 43.9078
1.41884 43.8477
1.46693 43.7876
1.50301 43.7275
1.5511 43.6673
1.5992 43.6072
1.64729 43.5471
1.69539 43.487
1.74349 43.4269
1.80361 43.3667
1.86373 43.3066
1.92385 43.2465
1.99599 43.1864
2.06814 43.1263
2.14028 43.0661
2.22445 43.006
2.30862 42.9459
2.40481 42.8858
2.51303 42.8257
2.62124 42.7655
2.74148 42.7054
2.87375 42.6453
3.00601 42.5852
3.16232 42.5251
3.34269 42.4649
3.52305 42.4048
3.73948 42.3447
3.96794 42.2846
4.23246 42.2244
4.53307 42.1643
4.88176 42.1042
5.27856 42.0441
5.74749 41.984
